, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
695, 708, 3851, 0.400486, 0.3, 0.6, 0, 0.1, 0, 0
696, 709, 3851, 0.449805, 0.1, 0, 0.4, 0.4, 0, 0.1
697, 710, 3851, 0.455952, 0, 0.4, 0, 0.1, 0.4, 0.1
698, 711, 3851, 0.439429, 0, 0.4, 0.1, 0.3, 0.2, 0
699, 712, 3851, 0.417831, 0.6, 0.1, 0, 0, 0.3, 0
700, 713, 3851, 0.431655, 0, 0.1, 0, 0, 0.8, 0.1
701, 714, 3851, 0.502926, 0, 0.2, 0, 0.5, 0.3, 0
702, 715, 3851, 0.421358, 0.3, 0.3, 0, 0, 0.4, 0
703, 716, 3851, 0.440293, 0, 0, 0.1, 0, 0, 0.9
704, 717, 3851, 0.491246, 0, 0.3, 0, 0.5, 0.2, 0
705, 718, 3851, 0.442179, 0.2, 0.2, 0, 0.1, 0.5, 0
706, 719, 3851, 0.398672, 0.5, 0.1, 0.3, 0.1, 0, 0
707, 720, 3851, 0.44993, 0, 0.2, 0.1, 0.5, 0.2, 0
708, 721, 3851, 0.472662, 0, 0.3, 0, 0.2, 0.4, 0.1
709, 722, 3851, 0.476388, 0.1, 0.1, 0, 0.3, 0, 0.5
710, 723, 3851, 0.441239, 0, 0, 0.3, 0.5, 0.2, 0
711, 724, 3851, 0.425166, 0, 0.5, 0.2, 0, 0.2, 0.1
712, 725, 3851, 0.40818, 0.4, 0.2, 0, 0.3, 0.1, 0
713, 726, 3851, 0.436035, 0, 0.3, 0.2, 0.3, 0.2, 0
714, 727, 3851, 0.412353, 0.1, 0.5, 0.2, 0, 0.2, 0
715, 728, 3851, 0.443597, 0.3, 0.2, 0, 0.3, 0, 0.2
716, 729, 3851, 0.410886, 0, 0.4, 0.4, 0, 0, 0.2
717, 730, 3851, 0.402236, 0.5, 0.4, 0.1, 0, 0, 0
718, 731, 3851, 0.451218, 0.3, 0.3, 0, 0, 0.2, 0.2
719, 732, 3851, 0.445591, 0.2, 0.2, 0, 0, 0.5, 0.1
720, 733, 3851, 0.50657, 0.1, 0, 0, 0.2, 0.2, 0.5
721, 734, 3851, 0.416387, 0.3, 0.1, 0.2, 0.4, 0, 0
722, 735, 3851, 0.469346, 0.1, 0, 0.1, 0.6, 0, 0.2
723, 736, 3851, 0.489422, 0.2, 0, 0, 0, 0.3, 0.5
724, 737, 3851, 0.475372, 0.6, 0, 0, 0.3, 0, 0.1
725, 738, 3851, 0.428305, 0.1, 0.7, 0, 0.1, 0, 0.1
726, 739, 3851, 0.433115, 0.1, 0.5, 0, 0.2, 0, 0.2
727, 740, 3851, 0.463986, 0, 0, 0.2, 0.4, 0, 0.4
728, 741, 3851, 0.452258, 0.1, 0, 0.4, 0.2, 0, 0.3
729, 742, 3851, 0.423846, 0.1, 0, 0.6, 0.1, 0.2, 0
730, 743, 3851, 0.461365, 0, 0.1, 0.2, 0.5, 0, 0.2
731, 744, 3851, 0.491509, 0, 0.1, 0, 0.3, 0.3, 0.3
732, 745, 3851, 0.481505, 0, 0.1, 0, 0.3, 0, 0.6
733, 746, 3851, 0.513464, 0, 0.2, 0, 0.7, 0, 0.1
734, 747, 3851, 0.440142, 0.5, 0, 0.1, 0, 0.4, 0
735, 748, 3851, 0.510452, 0.2, 0, 0, 0, 0.4, 0.4
736, 749, 3851, 0.463335, 0.4, 0, 0.1, 0.3, 0, 0.2
737, 750, 3851, 0.431119, 0, 0.7, 0.2, 0.1, 0, 0
738, 751, 3851, 0.482718, 0.2, 0, 0, 0.7, 0, 0.1
739, 752, 3851, 0.418456, 0, 0.2, 0.7, 0.1, 0, 0
740, 753, 3851, 0.376736, 0.9, 0.1, 0, 0, 0, 0
741, 754, 3851, 0.472505, 0, 0.5, 0, 0.5, 0, 0
742, 755, 3851, 0.417827, 0, 0.2, 0.6, 0.1, 0.1, 0
743, 756, 3851, 0.482501, 0, 0, 0.1, 0.5, 0.4, 0
744, 757, 3851, 0.434571, 0, 0, 0.5, 0.3, 0.2, 0
745, 758, 3851, 0.39193, 0.4, 0.2, 0.1, 0, 0, 0.3
746, 759, 3851, 0.465122, 0.2, 0, 0.1, 0.7, 0, 0
747, 760, 3851, 0.464816, 0, 0.2, 0, 0, 0.4, 0.4
748, 761, 3851, 0.441859, 0, 0.1, 0.2, 0, 0.2, 0.5
749, 762, 3851, 0.47955, 0, 0.3, 0, 0.3, 0.3, 0.1
750, 763, 3851, 0.426436, 0.1, 0, 0.4, 0, 0.3, 0.2
751, 764, 3851, 0.414569, 0.5, 0.2, 0, 0, 0.3, 0
752, 765, 3851, 0.423297, 0, 0.1, 0.4, 0, 0.4, 0.1
753, 766, 3851, 0.423779, 0.2, 0.5, 0, 0, 0.1, 0.2
754, 767, 3851, 0.450022, 0, 0, 0.3, 0.4, 0.1, 0.2
755, 768, 3851, 0.4141, 0.2, 0.6, 0, 0, 0.1, 0.1
756, 770, 3851, 0.430486, 0.1, 0.2, 0, 0, 0.7, 0
757, 771, 3851, 0.499802, 0, 0.3, 0, 0.4, 0.1, 0.2
758, 772, 3851, 0.482504, 0.4, 0, 0, 0.2, 0.1, 0.3
759, 773, 3851, 0.441656, 0, 0.3, 0.2, 0.4, 0, 0.1
760, 774, 3851, 0.41698, 0.4, 0.1, 0, 0.2, 0.3, 0
761, 775, 3851, 0.431239, 0, 0.6, 0.1, 0.3, 0, 0
762, 776, 3851, 0.424162, 0, 0.7, 0, 0, 0, 0.3
763, 777, 3851, 0.430664, 0.1, 0, 0.1, 0, 0.8, 0
764, 778, 3851, 0.451003, 0.1, 0, 0.1, 0, 0.5, 0.3
765, 779, 3851, 0.43957, 0.1, 0, 0.2, 0, 0, 0.7
766, 780, 3851, 0.428708, 0.1, 0, 0.3, 0, 0.4, 0.2
767, 781, 3851, 0.491991, 0, 0.1, 0, 0.6, 0.2, 0.1
768, 782, 3851, 0.425054, 0.1, 0, 0.7, 0.1, 0.1, 0
769, 783, 3851, 0.415502, 0.7, 0, 0.2, 0, 0.1, 0
770, 784, 3851, 0.428627, 0.1, 0.6, 0, 0.2, 0.1, 0
771, 785, 3851, 0.441509, 0, 0.4, 0.2, 0.3, 0, 0.1
772, 786, 3851, 0.415604, 0, 0.6, 0.4, 0, 0, 0
773, 787, 3851, 0.412845, 0.1, 0.1, 0.3, 0, 0.5, 0
774, 788, 3851, 0.42937, 0.3, 0, 0.5, 0, 0, 0.2
775, 789, 3851, 0.423016, 0.6, 0, 0.1, 0.2, 0.1, 0
776, 790, 3851, 0.415695, 0.5, 0.2, 0, 0.1, 0, 0.2
777, 791, 3851, 0.481711, 0.3, 0, 0, 0.2, 0.1, 0.4
778, 792, 3851, 0.450885, 0.1, 0.2, 0, 0.1, 0.6, 0
779, 793, 3851, 0.426114, 0.3, 0, 0.7, 0, 0, 0
780, 794, 3851, 0.440172, 0, 0.9, 0, 0, 0.1, 0
781, 795, 3851, 0.435095, 0, 0.3, 0.2, 0, 0.2, 0.3
782, 796, 3851, 0.450804, 0, 0.5, 0, 0.1, 0.1, 0.3
783, 797, 3851, 0.434342, 0.1, 0, 0.1, 0, 0.7, 0.1
784, 798, 3851, 0.423357, 0, 0.1, 0.5, 0.3, 0, 0.1
785, 799, 3851, 0.411415, 0.4, 0.3, 0.2, 0, 0.1, 0
786, 800, 3851, 0.437661, 0.5, 0, 0, 0, 0, 0.5
787, 801, 3851, 0.441259, 0, 0.3, 0, 0.1, 0, 0.6
788, 802, 3851, 0.490806, 0, 0.3, 0, 0.6, 0, 0.1
789, 803, 3851, 0.479131, 0.3, 0, 0, 0.1, 0.2, 0.4
790, 804, 3851, 0.439105, 0.5, 0.1, 0, 0, 0.4, 0
791, 805, 3851, 0.442717, 0, 0.1, 0.3, 0, 0.2, 0.4
792, 806, 3851, 0.438397, 0.2, 0.1, 0, 0, 0.7, 0
793, 807, 3851, 0.509715, 0, 0, 0, 0.6, 0, 0.4
794, 808, 3851, 0.452942, 0.4, 0.1, 0, 0.3, 0, 0.2
795, 809, 3851, 0.465199, 0.1, 0, 0.1, 0.2, 0.6, 0
796, 810, 3851, 0.446857, 0.3, 0, 0.5, 0.1, 0, 0.1
797, 811, 3851, 0.397616, 0.3, 0.3, 0.1, 0, 0, 0.3
798, 812, 3851, 0.410081, 0.6, 0.1, 0.1, 0.2, 0, 0
799, 813, 3851, 0.436746, 0.3, 0, 0.4, 0, 0, 0.3
800, 814, 3851, 0.439989, 0, 0.5, 0.1, 0.2, 0.2, 0
801, 815, 3851, 0.463415, 0, 0.1, 0.1, 0, 0.3, 0.5
802, 816, 3851, 0.416373, 0.3, 0.2, 0, 0.4, 0.1, 0
803, 817, 3851, 0.434601, 0, 0.5, 0, 0.1, 0.4, 0
804, 818, 3851, 0.501153, 0, 0, 0, 0.4, 0, 0.6
805, 819, 3851, 0.445028, 0.3, 0, 0.2, 0.1, 0, 0.4
806, 820, 3851, 0.437197, 0.3, 0.4, 0, 0, 0.1, 0.2
807, 821, 3851, 0.404569, 0.1, 0.7, 0.1, 0, 0, 0.1
808, 822, 3851, 0.410697, 0.1, 0.3, 0.5, 0, 0, 0.1
809, 823, 3851, 0.480932, 0.3, 0, 0, 0, 0.2, 0.5
810, 824, 3851, 0.412382, 0.1, 0.5, 0.2, 0, 0, 0.2
811, 825, 3851, 0.471443, 0, 0.1, 0, 0.1, 0.8, 0
812, 826, 3851, 0.438893, 0, 0, 0.3, 0, 0.5, 0.2
813, 827, 3851, 0.390892, 0.3, 0.5, 0.1, 0, 0, 0.1
814, 828, 3851, 0.43283, 0, 0.3, 0.3, 0.2, 0, 0.2
815, 829, 3851, 0.417004, 0, 0, 0.6, 0.1, 0.2, 0.1
816, 830, 3851, 0.42578, 0.4, 0, 0.3, 0.3, 0, 0
817, 831, 3851, 0.459844, 0, 0.4, 0, 0.2, 0, 0.4
818, 832, 3851, 0.422481, 0.4, 0.1, 0, 0.2, 0, 0.3
819, 834, 3851, 0.437618, 0, 0.5, 0.1, 0.1, 0.3, 0
820, 835, 3851, 0.449753, 0, 0.4, 0.1, 0.2, 0.3, 0
821, 836, 3851, 0.445935, 0.1, 0.3, 0, 0, 0.1, 0.5
822, 837, 3851, 0.414482, 0, 0.1, 0.6, 0.1, 0.2, 0
823, 838, 3851, 0.442664, 0, 0, 0, 0.5, 0.5, 0
824, 839, 3851, 0.428516, 0, 0.1, 0.3, 0.1, 0, 0.5
825, 840, 3851, 0.428821, 0.5, 0, 0.2, 0.3, 0, 0
826, 841, 3851, 0.449005, 0.8, 0, 0, 0.1, 0.1, 0
827, 842, 3851, 0.420457, 0, 0.3, 0, 0, 0, 0.7
828, 843, 3851, 0.412588, 0, 0.4, 0.1, 0, 0.1, 0.4
829, 844, 3851, 0.422452, 0.1, 0.4, 0.4, 0, 0, 0.1
830, 845, 3851, 0.412533, 0.3, 0.4, 0.2, 0, 0.1, 0
831, 846, 3851, 0.443967, 0, 0.3, 0.2, 0.3, 0, 0.2
832, 847, 3851, 0.425582, 0.3, 0, 0.5, 0.1, 0.1, 0
833, 848, 3851, 0.436319, 0.1, 0, 0.4, 0, 0, 0.5
834, 849, 3851, 0.415394, 0.3, 0.1, 0.1, 0, 0.5, 0
835, 850, 3851, 0.407904, 0.4, 0.2, 0.3, 0, 0.1, 0
836, 851, 3851, 0.4019, 0.5, 0.3, 0, 0.1, 0, 0.1
837, 852, 3851, 0.430837, 0.1, 0.5, 0, 0.4, 0, 0
838, 853, 3851, 0.423192, 0.2, 0.5, 0, 0.2, 0, 0.1
839, 854, 3851, 0.430862, 0, 0.4, 0.2, 0.3, 0.1, 0
840, 855, 3851, 0.456766, 0, 0.3, 0.1, 0.3, 0, 0.3
841, 856, 3851, 0.473762, 0.5, 0, 0, 0.4, 0, 0.1
842, 857, 3851, 0.422268, 0, 0.1, 0.5, 0.2, 0, 0.2
843, 858, 3851, 0.451799, 0, 0.3, 0.1, 0.3, 0.3, 0
844, 859, 3851, 0.450984, 0.6, 0.1, 0, 0, 0.1, 0.2
845, 860, 3851, 0.492012, 0, 0.4, 0, 0.4, 0.2, 0
846, 861, 3851, 0.453358, 0, 0.1, 0, 0.1, 0.7, 0.1
847, 862, 3851, 0.426138, 0, 0.1, 0.5, 0.2, 0.2, 0
848, 863, 3851, 0.495583, 0, 0, 0, 0.9, 0.1, 0
849, 864, 3851, 0.503546, 0.1, 0, 0, 0.3, 0.3, 0.3
850, 865, 3851, 0.435002, 0, 0.2, 0.2, 0.1, 0.5, 0
851, 866, 3851, 0.488387, 0.5, 0, 0, 0, 0.1, 0.4
852, 867, 3851, 0.547515, 0, 0, 0, 0.5, 0, 0.5
853, 868, 3851, 0.45685, 0.7, 0, 0.1, 0, 0.1, 0.1
854, 869, 3851, 0.439029, 0.1, 0, 0.4, 0, 0.2, 0.3
855, 870, 3851, 0.432372, 0, 0.3, 0.3, 0, 0.2, 0.2
856, 871, 3851, 0.420757, 0, 0.1, 0.5, 0.1, 0, 0.3
857, 872, 3851, 0.432368, 0.1, 0.5, 0, 0.3, 0, 0.1
858, 873, 3851, 0.42099, 0, 0.3, 0.6, 0, 0.1, 0
859, 874, 3851, 0.39487, 0.2, 0.7, 0.1, 0, 0, 0
860, 875, 3851, 0.450271, 0, 0.4, 0, 0, 0.4, 0.2
861, 876, 3851, 0.4792, 0.2, 0, 0, 0.3, 0.2, 0.3
862, 877, 3851, 0.399221, 0.3, 0.3, 0.2, 0, 0, 0.2
863, 878, 3851, 0.428531, 0.4, 0, 0.4, 0, 0.2, 0
864, 879, 3851, 0.425272, 0.1, 0.7, 0, 0.1, 0.1, 0
865, 880, 3851, 0.468959, 0.6, 0, 0, 0, 0.3, 0.1
866, 881, 3851, 0.431733, 0.1, 0.2, 0.2, 0.5, 0, 0
867, 882, 3851, 0.468088, 0, 0, 0.2, 0.5, 0, 0.3
868, 883, 3851, 0.445586, 0, 0, 0.4, 0.2, 0.4, 0
869, 884, 3851, 0.419327, 0.2, 0.1, 0.5, 0, 0.2, 0
870, 885, 3851, 0.45085, 0, 0.3, 0, 0.1, 0.4, 0.2
871, 886, 3851, 0.423212, 0, 0.4, 0.3, 0.1, 0, 0.2
872, 887, 3851, 0.463067, 0.3, 0, 0.1, 0, 0.5, 0.1
873, 888, 3851, 0.449723, 0, 0.2, 0, 0.1, 0.6, 0.1
874, 889, 3851, 0.433896, 0.5, 0, 0.2, 0.2, 0.1, 0
875, 890, 3851, 0.499933, 0.1, 0, 0, 0.4, 0.2, 0.3
876, 891, 3851, 0.419103, 0.3, 0.2, 0, 0.1, 0.4, 0
877, 892, 3851, 0.398609, 0.2, 0.6, 0.1, 0.1, 0, 0
878, 893, 3851, 0.469941, 0.3, 0, 0, 0.5, 0.1, 0.1
879, 894, 3851, 0.459038, 0.1, 0.3, 0, 0.2, 0.4, 0
880, 895, 3851, 0.445175, 0, 0.3, 0.1, 0.1, 0.5, 0
881, 896, 3851, 0.451339, 0, 0, 0.1, 0, 0.1, 0.8
882, 898, 3851, 0.445488, 0.5, 0, 0.1, 0.3, 0, 0.1
883, 899, 3851, 0.46492, 0.3, 0, 0, 0.1, 0, 0.6
884, 900, 3851, 0.430683, 0.4, 0, 0.3, 0.2, 0.1, 0
885, 901, 3851, 0.43466, 0.2, 0, 0.4, 0.4, 0, 0
886, 902, 3851, 0.420615, 0.6, 0.1, 0, 0.3, 0, 0
887, 903, 3851, 0.435674, 0, 0.1, 0.3, 0.3, 0.3, 0
888, 904, 3851, 0.433399, 0, 0.1, 0.4, 0.4, 0.1, 0
889, 905, 3851, 0.399018, 0.4, 0.3, 0, 0.3, 0, 0
890, 906, 3851, 0.407502, 0.2, 0.1, 0.4, 0, 0.3, 0
891, 907, 3851, 0.432791, 0, 0.2, 0.3, 0.5, 0, 0
892, 908, 3851, 0.438836, 0.2, 0, 0.5, 0.1, 0, 0.2
893, 909, 3851, 0.426209, 0, 0.3, 0.1, 0, 0.1, 0.5
894, 910, 3851, 0.42686, 0, 0.2, 0.2, 0, 0.1, 0.5
895, 911, 3851, 0.429678, 0, 0.3, 0.3, 0.3, 0.1, 0
896, 912, 3851, 0.466219, 0.4, 0, 0, 0, 0.5, 0.1
897, 913, 3851, 0.453893, 0, 0.4, 0, 0.1, 0.5, 0
898, 914, 3851, 0.495329, 0.1, 0, 0, 0.3, 0.1, 0.5
899, 915, 3851, 0.497778, 0, 0.1, 0, 0.5, 0.1, 0.3
900, 916, 3851, 0.44153, 0, 0.5, 0, 0.1, 0, 0.4
901, 917, 3851, 0.400868, 0.3, 0.2, 0.4, 0.1, 0, 0
902, 918, 3851, 0.451045, 0.2, 0.1, 0, 0.3, 0.4, 0
903, 919, 3851, 0.485406, 0.2, 0, 0, 0.2, 0.3, 0.3
904, 920, 3851, 0.456211, 0.4, 0, 0.1, 0, 0.4, 0.1
905, 921, 3851, 0.457896, 0.2, 0.1, 0, 0, 0.1, 0.6
906, 922, 3851, 0.455828, 0, 0.2, 0.1, 0.4, 0, 0.3
907, 923, 3851, 0.453619, 0, 0.1, 0.2, 0.3, 0, 0.4
908, 924, 3851, 0.474093, 0.1, 0.1, 0, 0.2, 0.6, 0
909, 925, 3851, 0.411592, 0.1, 0.3, 0.3, 0, 0.3, 0
910, 926, 3851, 0.398461, 0.2, 0.3, 0, 0, 0, 0.5
911, 927, 3851, 0.423161, 0, 0.3, 0.3, 0, 0.4, 0
912, 928, 3851, 0.473748, 0.4, 0, 0, 0.1, 0.4, 0.1
913, 929, 3851, 0.428672, 0.3, 0, 0.2, 0.3, 0.2, 0
914, 930, 3851, 0.439932, 0.2, 0, 0.4, 0, 0, 0.4
915, 931, 3851, 0.422548, 0.2, 0, 0.5, 0, 0.3, 0
916, 932, 3851, 0.459496, 0, 0.1, 0.1, 0.8, 0, 0
917, 933, 3851, 0.454552, 0, 0, 0.2, 0.7, 0, 0.1
918, 934, 3851, 0.422378, 0.4, 0.1, 0.1, 0, 0.4, 0
919, 935, 3851, 0.397787, 0.3, 0.3, 0.2, 0.2, 0, 0
920, 936, 3851, 0.446795, 0, 0.9, 0, 0.1, 0, 0
921, 937, 3851, 0.400862, 0.2, 0.6, 0, 0.1, 0.1, 0
922, 938, 3851, 0.462659, 0.3, 0, 0, 0, 0.1, 0.6
923, 939, 3851, 0.417176, 0, 0.4, 0.4, 0, 0.2, 0
924, 940, 3851, 0.431081, 0.1, 0.6, 0, 0, 0.1, 0.2
925, 941, 3851, 0.432652, 0, 0.2, 0.1, 0, 0.7, 0
926, 942, 3851, 0.39303, 0.3, 0.5, 0.2, 0, 0, 0
927, 943, 3851, 0.405222, 0.2, 0.1, 0.5, 0.2, 0, 0
928, 944, 3851, 0.390003, 0.6, 0.1, 0.3, 0, 0, 0
929, 945, 3851, 0.421757, 0.1, 0, 0.6, 0.2, 0.1, 0
930, 946, 3851, 0.396917, 0.4, 0.3, 0, 0.1, 0.2, 0
931, 947, 3851, 0.458418, 0.1, 0, 0.3, 0.2, 0, 0.4
932, 948, 3851, 0.449643, 0, 0, 0.3, 0, 0.3, 0.4
933, 949, 3851, 0.439477, 0, 0.3, 0.2, 0.4, 0.1, 0
934, 950, 3851, 0.422779, 0, 0.2, 0.5, 0.3, 0, 0
935, 951, 3851, 0.42955, 0.1, 0.3, 0.1, 0, 0.5, 0
936, 952, 3851, 0.515243, 0, 0, 0, 0.6, 0.4, 0
937, 953, 3851, 0.390109, 0.6, 0.3, 0.1, 0, 0, 0
938, 954, 3851, 0.456156, 0, 0, 0.2, 0.6, 0.1, 0.1
939, 955, 3851, 0.465052, 0, 0.1, 0, 0, 0.1, 0.8
940, 956, 3851, 0.424603, 0.4, 0.1, 0, 0.4, 0, 0.1
941, 957, 3851, 0.451925, 0.6, 0, 0.1, 0, 0.2, 0.1
942, 958, 3851, 0.451258, 0, 0.1, 0.3, 0.4, 0, 0.2
943, 959, 3851, 0.431643, 0, 0.3, 0.1, 0.1, 0, 0.5
944, 960, 3851, 0.475929, 0, 0, 0.1, 0.2, 0.2, 0.5
945, 962, 3851, 0.44723, 0.2, 0.2, 0, 0, 0.1, 0.5
946, 963, 3851, 0.459921, 0.1, 0, 0.3, 0.4, 0, 0.2
947, 964, 3851, 0.434357, 0.1, 0, 0.6, 0, 0, 0.3
948, 965, 3851, 0.433511, 0, 0, 0.5, 0, 0.2, 0.3
949, 966, 3851, 0.426726, 0, 0.1, 0.3, 0, 0.4, 0.2
950, 967, 3851, 0.422843, 0.2, 0.2, 0.5, 0, 0, 0.1
951, 968, 3851, 0.430356, 0.2, 0.4, 0, 0.3, 0, 0.1
952, 969, 3851, 0.395409, 0.6, 0.2, 0.1, 0.1, 0, 0
953, 970, 3851, 0.43427, 0, 0, 0.4, 0.1, 0.3, 0.2
954, 971, 3851, 0.440976, 0, 0, 0.3, 0, 0.4, 0.3
955, 972, 3851, 0.395147, 0.3, 0.4, 0.1, 0, 0.2, 0
956, 973, 3851, 0.409676, 0, 0.8, 0.1, 0, 0.1, 0
957, 974, 3851, 0.45025, 0.3, 0, 0.3, 0.3, 0, 0.1
958, 975, 3851, 0.461937, 0.2, 0, 0.1, 0.3, 0, 0.4
959, 976, 3851, 0.440056, 0.1, 0.4, 0, 0, 0.1, 0.4
960, 977, 3851, 0.445634, 0.3, 0.3, 0, 0, 0.1, 0.3
961, 978, 3851, 0.506846, 0, 0.3, 0, 0.5, 0, 0.2
962, 979, 3851, 0.413454, 0.1, 0, 0.6, 0, 0.3, 0
963, 980, 3851, 0.405544, 0.4, 0.1, 0.2, 0, 0, 0.3
964, 981, 3851, 0.461046, 0.5, 0, 0, 0, 0.4, 0.1
965, 982, 3851, 0.449594, 0.1, 0, 0.5, 0.3, 0, 0.1
966, 983, 3851, 0.431967, 0, 0.1, 0.5, 0.4, 0, 0
967, 984, 3851, 0.469235, 0, 0, 0.1, 0.2, 0.1, 0.6
968, 985, 3851, 0.418379, 0, 0.3, 0.4, 0, 0.3, 0
969, 986, 3851, 0.419652, 0.1, 0, 0.4, 0.1, 0.4, 0
970, 987, 3851, 0.492095, 0, 0.2, 0, 0.3, 0.1, 0.4
971, 988, 3851, 0.478839, 0.1, 0.2, 0, 0.2, 0.5, 0
972, 989, 3851, 0.433236, 0.1, 0.3, 0, 0.1, 0, 0.5
973, 990, 3851, 0.422061, 0.4, 0, 0.4, 0, 0, 0.2
974, 991, 3851, 0.460509, 0, 0.1, 0, 0, 0.2, 0.7
975, 992, 3851, 0.439883, 0, 0, 0.5, 0.3, 0.1, 0.1
976, 993, 3851, 0.495172, 0.2, 0, 0, 0.1, 0.1, 0.6
977, 994, 3851, 0.440768, 0.2, 0, 0.2, 0.5, 0.1, 0
978, 995, 3851, 0.459557, 0.3, 0, 0, 0.1, 0.6, 0
979, 996, 3851, 0.499671, 0, 0, 0, 0.4, 0.5, 0.1
980, 997, 3851, 0.438506, 0.4, 0, 0.4, 0.1, 0.1, 0
981, 998, 3851, 0.413699, 0.2, 0.5, 0.2, 0, 0.1, 0
982, 999, 3851, 0.396334, 0.1, 0.3, 0, 0, 0, 0.6
983, 1000, 3851, 0.441336, 0.5, 0, 0, 0, 0.5, 0
984, 1001, 3851, 0.442915, 0, 0.1, 0.3, 0.5, 0, 0.1
985, 1002, 3851, 0.501925, 0.1, 0, 0, 0.4, 0, 0.5
986, 1003, 3851, 0.444951, 0, 0, 0.3, 0.2, 0.4, 0.1
987, 1004, 3851, 0.444525, 0.1, 0.2, 0, 0, 0.1, 0.6
988, 1005, 3851, 0.422838, 0.2, 0.3, 0, 0.4, 0.1, 0
989, 1006, 3851, 0.413606, 0.2, 0.1, 0.7, 0, 0, 0
990, 1007, 3851, 0.423018, 0, 0, 0.6, 0.4, 0, 0
991, 1008, 3851, 0.395683, 0.6, 0.1, 0, 0.2, 0.1, 0
992, 1009, 3851, 0.430624, 0.2, 0, 0.1, 0, 0.7, 0
993, 1010, 3851, 0.419634, 0.1, 0.7, 0, 0, 0.1, 0.1
994, 1011, 3851, 0.439412, 0, 0, 0.5, 0.4, 0.1, 0
995, 1012, 3851, 0.502375, 0, 0.3, 0, 0.5, 0.1, 0.1
996, 1013, 3851, 0.482629, 0.5, 0, 0, 0, 0.3, 0.2
997, 1014, 3851, 0.441795, 0, 0.4, 0.1, 0.2, 0, 0.3
998, 1015, 3851, 0.448417, 0.1, 0.4, 0, 0.3, 0.2, 0
999, 1016, 3851, 0.38629, 0.7, 0.1, 0, 0.2, 0, 0
1000, 1017, 3851, 0.365763, 0.6, 0.4, 0, 0, 0, 0
1001, 1018, 3851, 0.461462, 0.1, 0.1, 0, 0.7, 0.1, 0
1002, 1019, 3851, 0.452709, 0, 0.3, 0.1, 0.2, 0, 0.4
1003, 1020, 3851, 0.441126, 0.2, 0, 0.1, 0.1, 0.6, 0
1004, 1021, 3851, 0.428843, 0.1, 0, 0.2, 0, 0.7, 0
1005, 1022, 3851, 0.439332, 0.5, 0.2, 0, 0, 0.1, 0.2
1006, 1023, 3851, 0.462851, 0, 0, 0.1, 0.4, 0.4, 0.1
1007, 1024, 3851, 0.426245, 0, 0, 0.3, 0, 0.7, 0
1008, 1026, 3851, 0.428181, 0, 0.5, 0.2, 0.3, 0, 0
1009, 1027, 3851, 0.40223, 0.3, 0.3, 0.1, 0, 0.3, 0
1010, 1028, 3851, 0.406218, 0.1, 0.2, 0.1, 0, 0, 0.6
1011, 1029, 3851, 0.408182, 0.4, 0.2, 0.3, 0, 0, 0.1
1012, 1030, 3851, 0.424089, 0.5, 0, 0.5, 0, 0, 0
1013, 1031, 3851, 0.440358, 0.4, 0, 0, 0.5, 0.1, 0
1014, 1032, 3851, 0.418483, 0.1, 0.1, 0.1, 0, 0, 0.7
1015, 1033, 3851, 0.390451, 0.4, 0.1, 0.2, 0, 0.3, 0
1016, 1034, 3851, 0.427659, 0.5, 0, 0.3, 0.2, 0, 0
1017, 1035, 3851, 0.441646, 0.3, 0, 0.3, 0.2, 0, 0.2
1018, 1036, 3851, 0.407058, 0, 0.1, 0.6, 0.2, 0.1, 0
1019, 1037, 3851, 0.446304, 0, 0.2, 0, 0.3, 0.4, 0.1
1020, 1038, 3851, 0.412932, 0.2, 0.5, 0.2, 0, 0, 0.1
1021, 1039, 3851, 0.460709, 0, 0.6, 0, 0.2, 0.1, 0.1
1022, 1040, 3851, 0.4103, 0, 0.3, 0.3, 0, 0, 0.4
1023, 1041, 3851, 0.438926, 0.1, 0.2, 0, 0, 0.2, 0.5
1024, 1042, 3851, 0.445957, 0, 0.1, 0.2, 0.3, 0.4, 0
1025, 1043, 3851, 0.447067, 0, 0, 0.1, 0.4, 0, 0.5
1026, 1044, 3851, 0.408956, 0, 0, 0.5, 0, 0.5, 0
1027, 1045, 3851, 0.479272, 0, 0.1, 0, 0.4, 0.4, 0.1
1028, 1046, 3851, 0.49315, 0.1, 0, 0, 0.6, 0.2, 0.1
1029, 1047, 3851, 0.459151, 0, 0.1, 0, 0.1, 0.1, 0.7
1030, 1048, 3851, 0.41043, 0, 0.1, 0.4, 0, 0, 0.5
1031, 1049, 3851, 0.442641, 0.1, 0, 0.1, 0, 0.4, 0.4
1032, 1050, 3851, 0.418512, 0, 0.3, 0.3, 0.1, 0.3, 0
1033, 1051, 3851, 0.401779, 0.6, 0.3, 0, 0, 0.1, 0
1034, 1052, 3851, 0.45862, 0.1, 0.2, 0, 0.4, 0.3, 0
1035, 1053, 3851, 0.409143, 0.3, 0.1, 0.5, 0, 0.1, 0
1036, 1054, 3851, 0.441433, 0.1, 0, 0.1, 0.5, 0.3, 0
1037, 1055, 3851, 0.431949, 0.7, 0, 0.1, 0.2, 0, 0
1038, 1056, 3851, 0.466367, 0.5, 0, 0, 0.2, 0.2, 0.1
