, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Mn.PM.Loading, Ce.PM.Loading, La.PM.Loading
695, 708, 3496, 0.375202, 0.3, 0.6, 0, 0.1, 0, 0
696, 709, 3496, 0.44104, 0.1, 0, 0.4, 0.4, 0, 0.1
697, 710, 3496, 0.438141, 0, 0.4, 0, 0.1, 0.4, 0.1
698, 711, 3496, 0.429238, 0, 0.4, 0.1, 0.3, 0.2, 0
699, 712, 3496, 0.386973, 0.6, 0.1, 0, 0, 0.3, 0
700, 713, 3496, 0.527072, 0, 0.1, 0, 0, 0.8, 0.1
701, 714, 3496, 0.516741, 0, 0.2, 0, 0.5, 0.3, 0
702, 715, 3496, 0.370901, 0.3, 0.3, 0, 0, 0.4, 0
703, 716, 3496, 0.492347, 0, 0, 0.1, 0, 0, 0.9
704, 717, 3496, 0.507718, 0, 0.3, 0, 0.5, 0.2, 0
705, 718, 3496, 0.408486, 0.2, 0.2, 0, 0.1, 0.5, 0
706, 719, 3496, 0.355995, 0.5, 0.1, 0.3, 0.1, 0, 0
707, 720, 3496, 0.408792, 0, 0.2, 0.1, 0.5, 0.2, 0
708, 721, 3496, 0.45842, 0, 0.3, 0, 0.2, 0.4, 0.1
709, 722, 3496, 0.477511, 0.1, 0.1, 0, 0.3, 0, 0.5
710, 723, 3496, 0.408903, 0, 0, 0.3, 0.5, 0.2, 0
711, 724, 3496, 0.376972, 0, 0.5, 0.2, 0, 0.2, 0.1
712, 725, 3496, 0.357409, 0.4, 0.2, 0, 0.3, 0.1, 0
713, 726, 3496, 0.408724, 0, 0.3, 0.2, 0.3, 0.2, 0
714, 727, 3496, 0.385855, 0.1, 0.5, 0.2, 0, 0.2, 0
715, 728, 3496, 0.384039, 0.3, 0.2, 0, 0.3, 0, 0.2
716, 729, 3496, 0.413622, 0, 0.4, 0.4, 0, 0, 0.2
717, 730, 3496, 0.381771, 0.5, 0.4, 0.1, 0, 0, 0
718, 731, 3496, 0.365638, 0.3, 0.3, 0, 0, 0.2, 0.2
719, 732, 3496, 0.415413, 0.2, 0.2, 0, 0, 0.5, 0.1
720, 733, 3496, 0.531077, 0.1, 0, 0, 0.2, 0.2, 0.5
721, 734, 3496, 0.390555, 0.3, 0.1, 0.2, 0.4, 0, 0
722, 735, 3496, 0.407097, 0.1, 0, 0.1, 0.6, 0, 0.2
723, 736, 3496, 0.536688, 0.2, 0, 0, 0, 0.3, 0.5
724, 737, 3496, 0.409191, 0.6, 0, 0, 0.3, 0, 0.1
725, 738, 3496, 0.405677, 0.1, 0.7, 0, 0.1, 0, 0.1
726, 739, 3496, 0.406872, 0.1, 0.5, 0, 0.2, 0, 0.2
727, 740, 3496, 0.469289, 0, 0, 0.2, 0.4, 0, 0.4
728, 741, 3496, 0.458331, 0.1, 0, 0.4, 0.2, 0, 0.3
729, 742, 3496, 0.406428, 0.1, 0, 0.6, 0.1, 0.2, 0
730, 743, 3496, 0.433512, 0, 0.1, 0.2, 0.5, 0, 0.2
731, 744, 3496, 0.492678, 0, 0.1, 0, 0.3, 0.3, 0.3
732, 745, 3496, 0.578563, 0, 0.1, 0, 0.3, 0, 0.6
733, 746, 3496, 0.50025, 0, 0.2, 0, 0.7, 0, 0.1
734, 747, 3496, 0.386142, 0.5, 0, 0.1, 0, 0.4, 0
735, 748, 3496, 0.453218, 0.2, 0, 0, 0, 0.4, 0.4
736, 749, 3496, 0.436922, 0.4, 0, 0.1, 0.3, 0, 0.2
737, 750, 3496, 0.423398, 0, 0.7, 0.2, 0.1, 0, 0
738, 751, 3496, 0.448327, 0.2, 0, 0, 0.7, 0, 0.1
739, 752, 3496, 0.406091, 0, 0.2, 0.7, 0.1, 0, 0
740, 753, 3496, 0.357844, 0.9, 0.1, 0, 0, 0, 0
741, 754, 3496, 0.513788, 0, 0.5, 0, 0.5, 0, 0
742, 755, 3496, 0.411155, 0, 0.2, 0.6, 0.1, 0.1, 0
743, 756, 3496, 0.442603, 0, 0, 0.1, 0.5, 0.4, 0
744, 757, 3496, 0.43429, 0, 0, 0.5, 0.3, 0.2, 0
745, 758, 3496, 0.392049, 0.4, 0.2, 0.1, 0, 0, 0.3
746, 759, 3496, 0.44469, 0.2, 0, 0.1, 0.7, 0, 0
747, 760, 3496, 0.476597, 0, 0.2, 0, 0, 0.4, 0.4
748, 761, 3496, 0.491015, 0, 0.1, 0.2, 0, 0.2, 0.5
749, 762, 3496, 0.476872, 0, 0.3, 0, 0.3, 0.3, 0.1
750, 763, 3496, 0.392756, 0.1, 0, 0.4, 0, 0.3, 0.2
751, 764, 3496, 0.371147, 0.5, 0.2, 0, 0, 0.3, 0
752, 765, 3496, 0.37996, 0, 0.1, 0.4, 0, 0.4, 0.1
753, 766, 3496, 0.395991, 0.2, 0.5, 0, 0, 0.1, 0.2
754, 767, 3496, 0.483149, 0, 0, 0.3, 0.4, 0.1, 0.2
755, 768, 3496, 0.366854, 0.2, 0.6, 0, 0, 0.1, 0.1
756, 770, 3496, 0.414483, 0.1, 0.2, 0, 0, 0.7, 0
757, 771, 3496, 0.463957, 0, 0.3, 0, 0.4, 0.1, 0.2
758, 772, 3496, 0.449259, 0.4, 0, 0, 0.2, 0.1, 0.3
759, 773, 3496, 0.41824, 0, 0.3, 0.2, 0.4, 0, 0.1
760, 774, 3496, 0.401658, 0.4, 0.1, 0, 0.2, 0.3, 0
761, 775, 3496, 0.435596, 0, 0.6, 0.1, 0.3, 0, 0
762, 776, 3496, 0.419213, 0, 0.7, 0, 0, 0, 0.3
763, 777, 3496, 0.396111, 0.1, 0, 0.1, 0, 0.8, 0
764, 778, 3496, 0.440969, 0.1, 0, 0.1, 0, 0.5, 0.3
765, 779, 3496, 0.468781, 0.1, 0, 0.2, 0, 0, 0.7
766, 780, 3496, 0.367271, 0.1, 0, 0.3, 0, 0.4, 0.2
767, 781, 3496, 0.454807, 0, 0.1, 0, 0.6, 0.2, 0.1
768, 782, 3496, 0.40235, 0.1, 0, 0.7, 0.1, 0.1, 0
769, 783, 3496, 0.372225, 0.7, 0, 0.2, 0, 0.1, 0
770, 784, 3496, 0.397099, 0.1, 0.6, 0, 0.2, 0.1, 0
771, 785, 3496, 0.400269, 0, 0.4, 0.2, 0.3, 0, 0.1
772, 786, 3496, 0.409195, 0, 0.6, 0.4, 0, 0, 0
773, 787, 3496, 0.367077, 0.1, 0.1, 0.3, 0, 0.5, 0
774, 788, 3496, 0.403861, 0.3, 0, 0.5, 0, 0, 0.2
775, 789, 3496, 0.379408, 0.6, 0, 0.1, 0.2, 0.1, 0
776, 790, 3496, 0.356672, 0.5, 0.2, 0, 0.1, 0, 0.2
777, 791, 3496, 0.449047, 0.3, 0, 0, 0.2, 0.1, 0.4
778, 792, 3496, 0.423916, 0.1, 0.2, 0, 0.1, 0.6, 0
779, 793, 3496, 0.397585, 0.3, 0, 0.7, 0, 0, 0
780, 794, 3496, 0.405685, 0, 0.9, 0, 0, 0.1, 0
781, 795, 3496, 0.376678, 0, 0.3, 0.2, 0, 0.2, 0.3
782, 796, 3496, 0.434167, 0, 0.5, 0, 0.1, 0.1, 0.3
783, 797, 3496, 0.408127, 0.1, 0, 0.1, 0, 0.7, 0.1
784, 798, 3496, 0.423376, 0, 0.1, 0.5, 0.3, 0, 0.1
785, 799, 3496, 0.368561, 0.4, 0.3, 0.2, 0, 0.1, 0
786, 800, 3496, 0.431957, 0.5, 0, 0, 0, 0, 0.5
787, 801, 3496, 0.482752, 0, 0.3, 0, 0.1, 0, 0.6
788, 802, 3496, 0.504367, 0, 0.3, 0, 0.6, 0, 0.1
789, 803, 3496, 0.52185, 0.3, 0, 0, 0.1, 0.2, 0.4
790, 804, 3496, 0.379882, 0.5, 0.1, 0, 0, 0.4, 0
791, 805, 3496, 0.416635, 0, 0.1, 0.3, 0, 0.2, 0.4
792, 806, 3496, 0.410545, 0.2, 0.1, 0, 0, 0.7, 0
793, 807, 3496, 0.528156, 0, 0, 0, 0.6, 0, 0.4
794, 808, 3496, 0.384775, 0.4, 0.1, 0, 0.3, 0, 0.2
795, 809, 3496, 0.435482, 0.1, 0, 0.1, 0.2, 0.6, 0
796, 810, 3496, 0.395137, 0.3, 0, 0.5, 0.1, 0, 0.1
797, 811, 3496, 0.402327, 0.3, 0.3, 0.1, 0, 0, 0.3
798, 812, 3496, 0.36375, 0.6, 0.1, 0.1, 0.2, 0, 0
799, 813, 3496, 0.41882, 0.3, 0, 0.4, 0, 0, 0.3
800, 814, 3496, 0.412206, 0, 0.5, 0.1, 0.2, 0.2, 0
801, 815, 3496, 0.444271, 0, 0.1, 0.1, 0, 0.3, 0.5
802, 816, 3496, 0.370284, 0.3, 0.2, 0, 0.4, 0.1, 0
803, 817, 3496, 0.435156, 0, 0.5, 0, 0.1, 0.4, 0
804, 818, 3496, 0.567036, 0, 0, 0, 0.4, 0, 0.6
805, 819, 3496, 0.457657, 0.3, 0, 0.2, 0.1, 0, 0.4
806, 820, 3496, 0.374612, 0.3, 0.4, 0, 0, 0.1, 0.2
807, 821, 3496, 0.387701, 0.1, 0.7, 0.1, 0, 0, 0.1
808, 822, 3496, 0.382518, 0.1, 0.3, 0.5, 0, 0, 0.1
809, 823, 3496, 0.474268, 0.3, 0, 0, 0, 0.2, 0.5
810, 824, 3496, 0.39618, 0.1, 0.5, 0.2, 0, 0, 0.2
811, 825, 3496, 0.506021, 0, 0.1, 0, 0.1, 0.8, 0
812, 826, 3496, 0.375316, 0, 0, 0.3, 0, 0.5, 0.2
813, 827, 3496, 0.360717, 0.3, 0.5, 0.1, 0, 0, 0.1
814, 828, 3496, 0.398612, 0, 0.3, 0.3, 0.2, 0, 0.2
815, 829, 3496, 0.394726, 0, 0, 0.6, 0.1, 0.2, 0.1
816, 830, 3496, 0.406801, 0.4, 0, 0.3, 0.3, 0, 0
817, 831, 3496, 0.471935, 0, 0.4, 0, 0.2, 0, 0.4
818, 832, 3496, 0.408101, 0.4, 0.1, 0, 0.2, 0, 0.3
819, 834, 3496, 0.414756, 0, 0.5, 0.1, 0.1, 0.3, 0
820, 835, 3496, 0.437596, 0, 0.4, 0.1, 0.2, 0.3, 0
821, 836, 3496, 0.451765, 0.1, 0.3, 0, 0, 0.1, 0.5
822, 837, 3496, 0.408983, 0, 0.1, 0.6, 0.1, 0.2, 0
823, 838, 3496, 0.488699, 0, 0, 0, 0.5, 0.5, 0
824, 839, 3496, 0.484727, 0, 0.1, 0.3, 0.1, 0, 0.5
825, 840, 3496, 0.430446, 0.5, 0, 0.2, 0.3, 0, 0
826, 841, 3496, 0.386837, 0.8, 0, 0, 0.1, 0.1, 0
827, 842, 3496, 0.4782, 0, 0.3, 0, 0, 0, 0.7
828, 843, 3496, 0.43635, 0, 0.4, 0.1, 0, 0.1, 0.4
829, 844, 3496, 0.390668, 0.1, 0.4, 0.4, 0, 0, 0.1
830, 845, 3496, 0.374849, 0.3, 0.4, 0.2, 0, 0.1, 0
831, 846, 3496, 0.423748, 0, 0.3, 0.2, 0.3, 0, 0.2
832, 847, 3496, 0.400303, 0.3, 0, 0.5, 0.1, 0.1, 0
833, 848, 3496, 0.447442, 0.1, 0, 0.4, 0, 0, 0.5
834, 849, 3496, 0.404211, 0.3, 0.1, 0.1, 0, 0.5, 0
835, 850, 3496, 0.368414, 0.4, 0.2, 0.3, 0, 0.1, 0
836, 851, 3496, 0.346224, 0.5, 0.3, 0, 0.1, 0, 0.1
837, 852, 3496, 0.440849, 0.1, 0.5, 0, 0.4, 0, 0
838, 853, 3496, 0.378471, 0.2, 0.5, 0, 0.2, 0, 0.1
839, 854, 3496, 0.407053, 0, 0.4, 0.2, 0.3, 0.1, 0
840, 855, 3496, 0.445329, 0, 0.3, 0.1, 0.3, 0, 0.3
841, 856, 3496, 0.442033, 0.5, 0, 0, 0.4, 0, 0.1
842, 857, 3496, 0.43472, 0, 0.1, 0.5, 0.2, 0, 0.2
843, 858, 3496, 0.453732, 0, 0.3, 0.1, 0.3, 0.3, 0
844, 859, 3496, 0.403738, 0.6, 0.1, 0, 0, 0.1, 0.2
845, 860, 3496, 0.480387, 0, 0.4, 0, 0.4, 0.2, 0
846, 861, 3496, 0.512027, 0, 0.1, 0, 0.1, 0.7, 0.1
847, 862, 3496, 0.432172, 0, 0.1, 0.5, 0.2, 0.2, 0
848, 863, 3496, 0.515825, 0, 0, 0, 0.9, 0.1, 0
849, 864, 3496, 0.568679, 0.1, 0, 0, 0.3, 0.3, 0.3
850, 865, 3496, 0.42204, 0, 0.2, 0.2, 0.1, 0.5, 0
851, 866, 3496, 0.457865, 0.5, 0, 0, 0, 0.1, 0.4
852, 867, 3496, 0.511464, 0, 0, 0, 0.5, 0, 0.5
853, 868, 3496, 0.414007, 0.7, 0, 0.1, 0, 0.1, 0.1
854, 869, 3496, 0.43605, 0.1, 0, 0.4, 0, 0.2, 0.3
855, 870, 3496, 0.373821, 0, 0.3, 0.3, 0, 0.2, 0.2
856, 871, 3496, 0.420097, 0, 0.1, 0.5, 0.1, 0, 0.3
857, 872, 3496, 0.415412, 0.1, 0.5, 0, 0.3, 0, 0.1
858, 873, 3496, 0.385327, 0, 0.3, 0.6, 0, 0.1, 0
859, 874, 3496, 0.394958, 0.2, 0.7, 0.1, 0, 0, 0
860, 875, 3496, 0.433728, 0, 0.4, 0, 0, 0.4, 0.2
861, 876, 3496, 0.486785, 0.2, 0, 0, 0.3, 0.2, 0.3
862, 877, 3496, 0.399589, 0.3, 0.3, 0.2, 0, 0, 0.2
863, 878, 3496, 0.389967, 0.4, 0, 0.4, 0, 0.2, 0
864, 879, 3496, 0.401229, 0.1, 0.7, 0, 0.1, 0.1, 0
865, 880, 3496, 0.395689, 0.6, 0, 0, 0, 0.3, 0.1
866, 881, 3496, 0.404486, 0.1, 0.2, 0.2, 0.5, 0, 0
867, 882, 3496, 0.440342, 0, 0, 0.2, 0.5, 0, 0.3
868, 883, 3496, 0.453927, 0, 0, 0.4, 0.2, 0.4, 0
869, 884, 3496, 0.39248, 0.2, 0.1, 0.5, 0, 0.2, 0
870, 885, 3496, 0.47012, 0, 0.3, 0, 0.1, 0.4, 0.2
871, 886, 3496, 0.407016, 0, 0.4, 0.3, 0.1, 0, 0.2
872, 887, 3496, 0.394555, 0.3, 0, 0.1, 0, 0.5, 0.1
873, 888, 3496, 0.548632, 0, 0.2, 0, 0.1, 0.6, 0.1
874, 889, 3496, 0.412177, 0.5, 0, 0.2, 0.2, 0.1, 0
875, 890, 3496, 0.53435, 0.1, 0, 0, 0.4, 0.2, 0.3
876, 891, 3496, 0.415397, 0.3, 0.2, 0, 0.1, 0.4, 0
877, 892, 3496, 0.389731, 0.2, 0.6, 0.1, 0.1, 0, 0
878, 893, 3496, 0.412671, 0.3, 0, 0, 0.5, 0.1, 0.1
879, 894, 3496, 0.446215, 0.1, 0.3, 0, 0.2, 0.4, 0
880, 895, 3496, 0.446817, 0, 0.3, 0.1, 0.1, 0.5, 0
881, 896, 3496, 0.578837, 0, 0, 0.1, 0, 0.1, 0.8
882, 898, 3496, 0.437884, 0.5, 0, 0.1, 0.3, 0, 0.1
883, 899, 3496, 0.521061, 0.3, 0, 0, 0.1, 0, 0.6
884, 900, 3496, 0.401324, 0.4, 0, 0.3, 0.2, 0.1, 0
885, 901, 3496, 0.418081, 0.2, 0, 0.4, 0.4, 0, 0
886, 902, 3496, 0.374822, 0.6, 0.1, 0, 0.3, 0, 0
887, 903, 3496, 0.421242, 0, 0.1, 0.3, 0.3, 0.3, 0
888, 904, 3496, 0.393819, 0, 0.1, 0.4, 0.4, 0.1, 0
889, 905, 3496, 0.359579, 0.4, 0.3, 0, 0.3, 0, 0
890, 906, 3496, 0.384924, 0.2, 0.1, 0.4, 0, 0.3, 0
891, 907, 3496, 0.406462, 0, 0.2, 0.3, 0.5, 0, 0
892, 908, 3496, 0.402417, 0.2, 0, 0.5, 0.1, 0, 0.2
893, 909, 3496, 0.438967, 0, 0.3, 0.1, 0, 0.1, 0.5
894, 910, 3496, 0.431587, 0, 0.2, 0.2, 0, 0.1, 0.5
895, 911, 3496, 0.407599, 0, 0.3, 0.3, 0.3, 0.1, 0
896, 912, 3496, 0.414738, 0.4, 0, 0, 0, 0.5, 0.1
897, 913, 3496, 0.444752, 0, 0.4, 0, 0.1, 0.5, 0
898, 914, 3496, 0.537527, 0.1, 0, 0, 0.3, 0.1, 0.5
899, 915, 3496, 0.486245, 0, 0.1, 0, 0.5, 0.1, 0.3
900, 916, 3496, 0.443402, 0, 0.5, 0, 0.1, 0, 0.4
901, 917, 3496, 0.364412, 0.3, 0.2, 0.4, 0.1, 0, 0
902, 918, 3496, 0.419724, 0.2, 0.1, 0, 0.3, 0.4, 0
903, 919, 3496, 0.459774, 0.2, 0, 0, 0.2, 0.3, 0.3
904, 920, 3496, 0.381731, 0.4, 0, 0.1, 0, 0.4, 0.1
905, 921, 3496, 0.449763, 0.2, 0.1, 0, 0, 0.1, 0.6
906, 922, 3496, 0.451491, 0, 0.2, 0.1, 0.4, 0, 0.3
907, 923, 3496, 0.489662, 0, 0.1, 0.2, 0.3, 0, 0.4
908, 924, 3496, 0.469762, 0.1, 0.1, 0, 0.2, 0.6, 0
909, 925, 3496, 0.399019, 0.1, 0.3, 0.3, 0, 0.3, 0
910, 926, 3496, 0.420807, 0.2, 0.3, 0, 0, 0, 0.5
911, 927, 3496, 0.409924, 0, 0.3, 0.3, 0, 0.4, 0
912, 928, 3496, 0.454929, 0.4, 0, 0, 0.1, 0.4, 0.1
913, 929, 3496, 0.434461, 0.3, 0, 0.2, 0.3, 0.2, 0
914, 930, 3496, 0.434468, 0.2, 0, 0.4, 0, 0, 0.4
915, 931, 3496, 0.388004, 0.2, 0, 0.5, 0, 0.3, 0
916, 932, 3496, 0.405061, 0, 0.1, 0.1, 0.8, 0, 0
917, 933, 3496, 0.410451, 0, 0, 0.2, 0.7, 0, 0.1
918, 934, 3496, 0.37225, 0.4, 0.1, 0.1, 0, 0.4, 0
919, 935, 3496, 0.359772, 0.3, 0.3, 0.2, 0.2, 0, 0
920, 936, 3496, 0.453779, 0, 0.9, 0, 0.1, 0, 0
921, 937, 3496, 0.371486, 0.2, 0.6, 0, 0.1, 0.1, 0
922, 938, 3496, 0.510607, 0.3, 0, 0, 0, 0.1, 0.6
923, 939, 3496, 0.397127, 0, 0.4, 0.4, 0, 0.2, 0
924, 940, 3496, 0.395478, 0.1, 0.6, 0, 0, 0.1, 0.2
925, 941, 3496, 0.399466, 0, 0.2, 0.1, 0, 0.7, 0
926, 942, 3496, 0.376949, 0.3, 0.5, 0.2, 0, 0, 0
927, 943, 3496, 0.370967, 0.2, 0.1, 0.5, 0.2, 0, 0
928, 944, 3496, 0.366148, 0.6, 0.1, 0.3, 0, 0, 0
929, 945, 3496, 0.412163, 0.1, 0, 0.6, 0.2, 0.1, 0
930, 946, 3496, 0.355388, 0.4, 0.3, 0, 0.1, 0.2, 0
931, 947, 3496, 0.467468, 0.1, 0, 0.3, 0.2, 0, 0.4
932, 948, 3496, 0.430077, 0, 0, 0.3, 0, 0.3, 0.4
933, 949, 3496, 0.423217, 0, 0.3, 0.2, 0.4, 0.1, 0
934, 950, 3496, 0.40476, 0, 0.2, 0.5, 0.3, 0, 0
935, 951, 3496, 0.376967, 0.1, 0.3, 0.1, 0, 0.5, 0
936, 952, 3496, 0.448006, 0, 0, 0, 0.6, 0.4, 0
937, 953, 3496, 0.369775, 0.6, 0.3, 0.1, 0, 0, 0
938, 954, 3496, 0.420341, 0, 0, 0.2, 0.6, 0.1, 0.1
939, 955, 3496, 0.5378, 0, 0.1, 0, 0, 0.1, 0.8
940, 956, 3496, 0.380648, 0.4, 0.1, 0, 0.4, 0, 0.1
941, 957, 3496, 0.379159, 0.6, 0, 0.1, 0, 0.2, 0.1
942, 958, 3496, 0.434243, 0, 0.1, 0.3, 0.4, 0, 0.2
943, 959, 3496, 0.465693, 0, 0.3, 0.1, 0.1, 0, 0.5
944, 960, 3496, 0.47658, 0, 0, 0.1, 0.2, 0.2, 0.5
945, 962, 3496, 0.441674, 0.2, 0.2, 0, 0, 0.1, 0.5
946, 963, 3496, 0.436326, 0.1, 0, 0.3, 0.4, 0, 0.2
947, 964, 3496, 0.440895, 0.1, 0, 0.6, 0, 0, 0.3
948, 965, 3496, 0.424063, 0, 0, 0.5, 0, 0.2, 0.3
949, 966, 3496, 0.379584, 0, 0.1, 0.3, 0, 0.4, 0.2
950, 967, 3496, 0.377375, 0.2, 0.2, 0.5, 0, 0, 0.1
951, 968, 3496, 0.368456, 0.2, 0.4, 0, 0.3, 0, 0.1
952, 969, 3496, 0.356898, 0.6, 0.2, 0.1, 0.1, 0, 0
953, 970, 3496, 0.402148, 0, 0, 0.4, 0.1, 0.3, 0.2
954, 971, 3496, 0.427328, 0, 0, 0.3, 0, 0.4, 0.3
955, 972, 3496, 0.363553, 0.3, 0.4, 0.1, 0, 0.2, 0
956, 973, 3496, 0.385954, 0, 0.8, 0.1, 0, 0.1, 0
957, 974, 3496, 0.411952, 0.3, 0, 0.3, 0.3, 0, 0.1
958, 975, 3496, 0.462911, 0.2, 0, 0.1, 0.3, 0, 0.4
959, 976, 3496, 0.442873, 0.1, 0.4, 0, 0, 0.1, 0.4
960, 977, 3496, 0.406974, 0.3, 0.3, 0, 0, 0.1, 0.3
961, 978, 3496, 0.49451, 0, 0.3, 0, 0.5, 0, 0.2
962, 979, 3496, 0.399517, 0.1, 0, 0.6, 0, 0.3, 0
963, 980, 3496, 0.398169, 0.4, 0.1, 0.2, 0, 0, 0.3
964, 981, 3496, 0.428912, 0.5, 0, 0, 0, 0.4, 0.1
965, 982, 3496, 0.429731, 0.1, 0, 0.5, 0.3, 0, 0.1
966, 983, 3496, 0.402627, 0, 0.1, 0.5, 0.4, 0, 0
967, 984, 3496, 0.533443, 0, 0, 0.1, 0.2, 0.1, 0.6
968, 985, 3496, 0.411135, 0, 0.3, 0.4, 0, 0.3, 0
969, 986, 3496, 0.425411, 0.1, 0, 0.4, 0.1, 0.4, 0
970, 987, 3496, 0.434738, 0, 0.2, 0, 0.3, 0.1, 0.4
971, 988, 3496, 0.44971, 0.1, 0.2, 0, 0.2, 0.5, 0
972, 989, 3496, 0.449604, 0.1, 0.3, 0, 0.1, 0, 0.5
973, 990, 3496, 0.412389, 0.4, 0, 0.4, 0, 0, 0.2
974, 991, 3496, 0.511584, 0, 0.1, 0, 0, 0.2, 0.7
975, 992, 3496, 0.4538, 0, 0, 0.5, 0.3, 0.1, 0.1
976, 993, 3496, 0.463267, 0.2, 0, 0, 0.1, 0.1, 0.6
977, 994, 3496, 0.423726, 0.2, 0, 0.2, 0.5, 0.1, 0
978, 995, 3496, 0.500007, 0.3, 0, 0, 0.1, 0.6, 0
979, 996, 3496, 0.545608, 0, 0, 0, 0.4, 0.5, 0.1
980, 997, 3496, 0.379865, 0.4, 0, 0.4, 0.1, 0.1, 0
981, 998, 3496, 0.380184, 0.2, 0.5, 0.2, 0, 0.1, 0
982, 999, 3496, 0.45007, 0.1, 0.3, 0, 0, 0, 0.6
983, 1000, 3496, 0.396073, 0.5, 0, 0, 0, 0.5, 0
984, 1001, 3496, 0.40515, 0, 0.1, 0.3, 0.5, 0, 0.1
985, 1002, 3496, 0.437377, 0.1, 0, 0, 0.4, 0, 0.5
986, 1003, 3496, 0.427571, 0, 0, 0.3, 0.2, 0.4, 0.1
987, 1004, 3496, 0.462922, 0.1, 0.2, 0, 0, 0.1, 0.6
988, 1005, 3496, 0.374638, 0.2, 0.3, 0, 0.4, 0.1, 0
989, 1006, 3496, 0.397136, 0.2, 0.1, 0.7, 0, 0, 0
990, 1007, 3496, 0.439374, 0, 0, 0.6, 0.4, 0, 0
991, 1008, 3496, 0.362666, 0.6, 0.1, 0, 0.2, 0.1, 0
992, 1009, 3496, 0.392259, 0.2, 0, 0.1, 0, 0.7, 0
993, 1010, 3496, 0.389777, 0.1, 0.7, 0, 0, 0.1, 0.1
994, 1011, 3496, 0.434667, 0, 0, 0.5, 0.4, 0.1, 0
995, 1012, 3496, 0.512009, 0, 0.3, 0, 0.5, 0.1, 0.1
996, 1013, 3496, 0.407757, 0.5, 0, 0, 0, 0.3, 0.2
997, 1014, 3496, 0.43317, 0, 0.4, 0.1, 0.2, 0, 0.3
998, 1015, 3496, 0.410317, 0.1, 0.4, 0, 0.3, 0.2, 0
999, 1016, 3496, 0.371096, 0.7, 0.1, 0, 0.2, 0, 0
1000, 1017, 3496, 0.368265, 0.6, 0.4, 0, 0, 0, 0
1001, 1018, 3496, 0.404574, 0.1, 0.1, 0, 0.7, 0.1, 0
1002, 1019, 3496, 0.467103, 0, 0.3, 0.1, 0.2, 0, 0.4
1003, 1020, 3496, 0.432956, 0.2, 0, 0.1, 0.1, 0.6, 0
1004, 1021, 3496, 0.376349, 0.1, 0, 0.2, 0, 0.7, 0
1005, 1022, 3496, 0.39804, 0.5, 0.2, 0, 0, 0.1, 0.2
1006, 1023, 3496, 0.484969, 0, 0, 0.1, 0.4, 0.4, 0.1
1007, 1024, 3496, 0.389224, 0, 0, 0.3, 0, 0.7, 0
1008, 1026, 3496, 0.415264, 0, 0.5, 0.2, 0.3, 0, 0
1009, 1027, 3496, 0.358066, 0.3, 0.3, 0.1, 0, 0.3, 0
1010, 1028, 3496, 0.43159, 0.1, 0.2, 0.1, 0, 0, 0.6
1011, 1029, 3496, 0.358622, 0.4, 0.2, 0.3, 0, 0, 0.1
1012, 1030, 3496, 0.416969, 0.5, 0, 0.5, 0, 0, 0
1013, 1031, 3496, 0.440461, 0.4, 0, 0, 0.5, 0.1, 0
1014, 1032, 3496, 0.482767, 0.1, 0.1, 0.1, 0, 0, 0.7
1015, 1033, 3496, 0.367869, 0.4, 0.1, 0.2, 0, 0.3, 0
1016, 1034, 3496, 0.387972, 0.5, 0, 0.3, 0.2, 0, 0
1017, 1035, 3496, 0.388146, 0.3, 0, 0.3, 0.2, 0, 0.2
1018, 1036, 3496, 0.397785, 0, 0.1, 0.6, 0.2, 0.1, 0
1019, 1037, 3496, 0.447645, 0, 0.2, 0, 0.3, 0.4, 0.1
1020, 1038, 3496, 0.375866, 0.2, 0.5, 0.2, 0, 0, 0.1
1021, 1039, 3496, 0.413177, 0, 0.6, 0, 0.2, 0.1, 0.1
1022, 1040, 3496, 0.421822, 0, 0.3, 0.3, 0, 0, 0.4
1023, 1041, 3496, 0.458544, 0.1, 0.2, 0, 0, 0.2, 0.5
1024, 1042, 3496, 0.419512, 0, 0.1, 0.2, 0.3, 0.4, 0
1025, 1043, 3496, 0.478874, 0, 0, 0.1, 0.4, 0, 0.5
1026, 1044, 3496, 0.391774, 0, 0, 0.5, 0, 0.5, 0
1027, 1045, 3496, 0.56614, 0, 0.1, 0, 0.4, 0.4, 0.1
1028, 1046, 3496, 0.387938, 0.1, 0, 0, 0.6, 0.2, 0.1
1029, 1047, 3496, 0.545322, 0, 0.1, 0, 0.1, 0.1, 0.7
1030, 1048, 3496, 0.444534, 0, 0.1, 0.4, 0, 0, 0.5
1031, 1049, 3496, 0.472298, 0.1, 0, 0.1, 0, 0.4, 0.4
1032, 1050, 3496, 0.413422, 0, 0.3, 0.3, 0.1, 0.3, 0
1033, 1051, 3496, 0.342061, 0.6, 0.3, 0, 0, 0.1, 0
1034, 1052, 3496, 0.416926, 0.1, 0.2, 0, 0.4, 0.3, 0
1035, 1053, 3496, 0.369005, 0.3, 0.1, 0.5, 0, 0.1, 0
1036, 1054, 3496, 0.407284, 0.1, 0, 0.1, 0.5, 0.3, 0
1037, 1055, 3496, 0.394405, 0.7, 0, 0.1, 0.2, 0, 0
1038, 1056, 3496, 0.413089, 0.5, 0, 0, 0.2, 0.2, 0.1
